Frequency[Hz],S11/dB,S11/phase[deg],S11/unwrapped_phase[deg],S12/dB,S12/phase[deg],S12/unwrapped_phase[deg],S21/dB,S21/phase[deg],S21/unwrapped_phase[deg],S22/dB,S22/phase[deg], S22/unwrapped_phase[deg]
500000000,-11.896420963487484,46.8967544831952,46.8967544831952,-5.757786422726753,-147.52896413748402,-147.52896413748402,-5.8447119419597815,-139.45724450281904,-139.45724450281904,-4.695922237105517,77.28405460568132,77.28405460568132
512500000,-10.893473608211469,35.66615283165299,35.66615283165299,-4.945152349742729,-151.32639691957812,-151.32639691957812,-6.250434339099119,-146.67387345011514,-146.67387345011514,-3.70724920792292,81.21596784343625,81.21596784343625
525000000,-12.46623185674892,16.101458036690055,16.101458036690055,-4.2707673001982025,-153.90805977057082,-153.90805977057082,-6.314159340214544,-153.5773661808373,-153.5773661808373,-2.4226852799827023,73.52489310938665,73.52489310938665
537500000,-11.42565719712142,32.603607297415216,32.603607297415216,-4.639150011009265,-149.18317027807947,-149.18317027807947,-5.296394673097085,-158.01967028328974,-158.01967028328974,-4.622005783229541,84.32841580944115,84.32841580944115
550000000,-11.646333420077791,33.437909113873935,33.437909113873935,-5.503731550640996,-154.34410035628713,-154.34410035628713,-5.183116314566666,-160.1925773976326,-160.1925773976326,-5.279830680533721,74.97508497062242,74.97508497062242
562500000,-13.055256855456651,30.819482115405652,30.819482115405652,-5.775520050954937,-163.08125319714472,-163.08125319714472,-5.392237535531017,-160.38850303782797,-160.38850303782797,-4.4664481433060725,61.588810861909565,61.588810861909565
575000000,-14.564703410732992,15.110743198715602,15.110743198715602,-5.20220726792656,-169.29129172413397,-169.29129172413397,-6.028272335606363,-162.87165352184203,-162.87165352184203,-3.3797689174236716,59.32132553884951,59.32132553884951
587500000,-13.593460082729615,17.819444288038888,17.819444288038888,-4.568767392105225,-172.88317444317394,-172.88317444317394,-6.324905930538466,-171.82744016566716,-171.82744016566716,-2.5674438575747054,65.07894046850761,65.07894046850761
600000000,-14.666896852065337,13.383756177596275,13.383756177596275,-4.532335783881983,-175.16985971041203,-175.16985971041203,-5.634335320245842,-173.6615695001297,-173.6615695001297,-4.000523804073604,62.17238494890588,62.17238494890588
612500000,-15.558024198305418,16.146079657924744,16.146079657924744,-4.255671453693034,178.2386169694892,-181.7613830305108,-5.342299328496147,-176.6373063534995,-176.6373063534995,-4.151033175076949,56.364942771203616,56.364942771203616
625000000,-17.07841237826453,17.480320386764976,17.480320386764976,-4.146224880896562,173.75611452078897,-186.24388547921103,-5.290778563807526,179.4121492015695,-180.5878507984305,-4.257730403488369,45.387152741890105,45.387152741890105
637500000,-17.95771430170643,6.766616512342533,6.766616512342533,-3.7872542331780963,171.00517685899226,-188.99482314100774,-4.909877955750215,172.2937249756238,-187.7062750243762,-3.387799571622547,42.206750760129566,42.206750760129566
650000000,-20.05724030786457,13.853387996995053,13.853387996995053,-4.64891275376295,166.85114008407507,-193.14885991592493,-4.215887649424438,164.69567073425304,-195.30432926574696,-3.3675021510607905,39.33585668498048,39.33585668498048
662500000,-20.265079544715586,-5.623965582727099,-5.623965582727099,-4.908697642309954,157.6900919474129,-202.3099080525871,-3.7305118967321405,161.70501481440184,-198.29498518559816,-3.3359535557872007,38.19625504470916,38.19625504470916
675000000,-23.32671337521375,-32.459192720351865,-32.459192720351865,-4.49171879111885,145.42658026951008,-214.57341973048992,-4.245997528302291,160.62170827345844,-199.37829172654156,-3.5270258078438363,32.71316852602258,32.71316852602258
687500000,-22.937187469845792,-57.178772907781294,-57.178772907781294,-3.5969954160525686,140.52810285577826,-219.47189714422174,-5.176299710091492,152.57749557657615,-207.42250442342385,-3.2630800751542974,25.365691787751317,25.365691787751317
700000000,-28.290785191083003,-55.85557739487411,-55.85557739487411,-3.8864214217840805,139.38300285944797,-220.61699714055203,-5.633615354658445,141.33217955960058,-218.66782044039942,-3.6569646317246156,15.242210883415929,15.242210883415929
712500000,-28.752673353958205,-173.4440692776609,-173.4440692776609,-4.94485094750447,133.5704697636141,-226.4295302363859,-5.1061029984156185,130.79324201278305,-229.20675798721695,-3.0995526637769144,12.208433732622192,12.208433732622192
725000000,-22.00894409369471,168.84749318517382,-191.15250681482618,-6.05732916513568,123.27870940782492,-236.72129059217508,-4.604101896462972,130.05337346008815,-229.94662653991185,-3.477939216131674,5.173137729637873,5.173137729637873
737500000,-21.32406405056434,150.01964208837086,-209.98035791162914,-5.678738755575253,111.44931110848275,-248.55068889151727,-5.808089791826674,130.31066741161817,-229.68933258838183,-3.7104998729955523,-0.703685934586928,-0.703685934586928
750000000,-19.581640269593766,141.5647935536159,-218.4352064463841,-5.070511128464564,107.5564860395161,-252.4435139604839,-6.6610836691766275,121.44999609781343,-238.55000390218657,-3.802871540388631,-7.7584059570587245,-7.7584059570587245
762500000,-17.531460876374453,118.7890930910062,-241.21090690899382,-5.954610181911807,108.9554345254398,-251.04456547456022,-6.711996196389415,108.69867363962301,-251.301326360377,-4.02897181499179,-14.827659953628968,-14.827659953628968
775000000,-16.626910419874573,115.69848561587965,-244.30151438412037,-7.743293147030208,105.0360912460635,-254.9639087539365,-6.272860250713518,102.49540164145908,-257.50459835854093,-4.7467244724223825,-17.79973286559079,-17.79973286559079
787500000,-4.574810739831276,-177.51735618392638,-177.51735618392638,-23.620416219081662,-83.43653872065792,-83.43653872065792,-18.794001794269267,-162.84753738462527,-162.84753738462527,-3.9821273780456794,46.63817560479129,46.63817560479129
800000000,-17.75420360492268,110.91544470439977,-249.08455529560024,-9.104175153926665,83.48470125077752,83.48470125077752,-7.094258713613764,103.76440565621652,-256.2355943437835,-4.375557745013733,-34.71905001793372,-34.71905001793372
812500000,-15.428681903743058,91.26338373765664,-268.7366162623434,-7.62915751218252,80.93063300862086,80.93063300862086,-8.791119827699246,98.32240894654544,-261.67759105345453,-4.4346965000531045,-33.847272390206456,-33.847272390206456
825000000,-15.189426371644235,79.18815266174907,-280.8118473382509,-8.25934997617779,84.80723340089561,84.80723340089561,-9.39843206240571,88.90795290364592,-271.09204709635407,-5.331527314600447,-34.554753898065954,-34.554753898065954
837500000,-13.205663249768522,83.73110290784173,-276.2688970921583,-9.211751340877981,87.06125234509379,87.06125234509379,-8.797263141207313,76.85231779913687,-283.14768220086313,-6.28360636731157,-34.087060205250616,-34.087060205250616
850000000,-13.603217445447623,87.77223782676344,-272.22776217323656,-10.924511265759321,82.01509943536496,82.01509943536496,-8.26660574742387,74.61857810338807,-285.3814218966119,-5.772217623169448,-45.251646878464705,-45.251646878464705
862500000,-13.298334842640102,81.38086597141101,-278.619134028589,-11.53211687225448,69.57984501305296,69.57984501305296,-8.521852451122278,75.55331857024264,-284.44668142975735,-6.485028861650207,-50.432023564853985,-50.432023564853985
875000000,-13.354278333694952,55.518924960886615,-304.48107503911336,-11.24599656005071,62.19062140290933,62.19062140290933,-9.558881831745424,76.80908782796817,-283.19091217203186,-5.970410270546945,-50.42384525378219,-50.42384525378219
887500000,-12.47274244584764,48.15884736925116,-311.84115263074887,-10.71729498978064,59.297141406879106,59.297141406879106,-11.048471580634807,70.6567089455298,-289.3432910544702,-6.08276491097408,-53.854528795552184,-53.854528795552184
900000000,-12.170723556674517,53.38999897483238,-306.6100010251676,-10.64851361524025,60.103248924084596,60.103248924084596,-11.871785655321201,57.75252417660737,-302.2474758233926,-7.49741369488874,-51.18764001797107,-51.18764001797107
912500000,-11.314457546278952,45.13211137824152,-314.8678886217585,-12.056683779729173,59.33175498268412,59.33175498268412,-11.806109160845145,50.34807935055055,-309.65192064944944,-8.427277999616452,-61.8265227479997,-61.8265227479997
925000000,-11.920523120630126,38.337629477217696,-321.6623705227823,-13.98782965846291,53.035799006775854,53.035799006775854,-11.889534759982123,46.378813097787955,-313.62118690221206,-8.371957485512624,-63.34342198689531,-63.34342198689531
937500000,-12.371827949827999,41.77270949519863,-318.2272905048014,-14.08244607440536,45.71839986061471,45.71839986061471,-11.829029996816953,47.27759069260258,-312.7224093073974,-9.148373731210107,-69.05783293903613,-69.05783293903613
950000000,-12.016288876613537,24.654849755530662,-335.3451502444693,-13.99487596499003,37.81755607706226,37.81755607706226,-12.809224128644534,47.790329927718155,-312.2096700722818,-8.985784778357539,-65.4358602763946,-65.4358602763946
962500000,-12.025528996392897,27.04561888061932,-332.9543811193807,-13.925883609448942,36.644058727995386,36.644058727995386,-14.225426392540118,44.6123188980352,-315.3876811019648,-10.356497243609681,-65.19629103377669,-65.19629103377669
975000000,-10.924020427834687,24.417974764968733,-335.58202523503127,-14.272197594338703,35.82771077871826,35.82771077871826,-14.924649792188035,36.94789863072353,-323.05210136927644,-10.922234489472052,-68.9914803464319,-68.9914803464319
987500000,-11.550588804873545,23.40814385898572,-336.59185614101426,-15.734673337775224,37.835316469443775,37.835316469443775,-15.515975742002075,31.89210086242078,-328.10789913757924,-12.788668760465953,-74.8275581174023,-74.8275581174023
1000000000,-11.538922647438742,23.212274706374362,-336.7877252936256,-17.40735807210422,34.12235129432138,34.12235129432138,-15.881656678106202,27.619794858634968,-332.380205141365,-13.053100935471914,-82.13990989981434,-82.13990989981434
1012500000,-11.490104660052811,14.751945636701985,-345.248054363298,-18.000037822891745,29.794206217980108,29.794206217980108,-15.809651279888524,26.52671240660229,-333.4732875933977,-11.84317531424588,-79.79007441020705,-79.79007441020705
1025000000,-12.320626516951789,12.876874119384112,-347.1231258806159,-18.116425611772634,26.105392606796283,26.105392606796283,-16.410666486148607,27.200681541145364,-332.79931845885466,-13.10595593051163,-90.06789747263834,-90.06789747263834
1037500000,-11.76560303723847,10.57243279375352,-349.42756720624647,-18.262562870397467,21.03043348760136,21.03043348760136,-17.751242206876444,29.674484521373902,-330.3255154786261,-13.715390072995747,-84.79273431423725,-84.79273431423725
1050000000,-9.503695827513498,21.196635749488784,-338.8033642505112,-17.94558496499804,27.56875366401757,27.56875366401757,-18.954272404882257,26.108654015504328,-333.8913459844957,-20.886855386592806,-103.46021349847979,-103.46021349847979
1062500000,-12.402837554005844,9.357036817519944,-350.64296318248006,-19.427734633657288,24.202825933368125,24.202825933368125,-19.316156809319935,21.958332159854784,-338.04166784014524,-17.223916675422764,-97.95896426100313,-97.95896426100313
1075000000,-11.2656046478754,11.754928294221818,-348.2450717057782,-19.454562243252894,20.242240143439833,20.242240143439833,-19.884828984212824,15.158000861498008,-344.841999138502,-17.171433239614853,-104.43200949572574,-104.43200949572574
1087500000,-12.28691623467,10.647850826233878,-349.3521491737661,-19.18703425360033,22.809877295887514,22.809877295887514,-19.24233055353657,13.32262976181243,-346.67737023818756,-16.891132923670924,-114.32123389628691,-114.32123389628691
1100000000,-13.181190993339644,6.844624706143807,-353.1553752938562,-20.176334198892544,16.689125386079724,16.689125386079724,-20.029396500382465,12.541414892082736,-347.45858510791726,-17.493221672931345,-110.55115833904497,-110.55115833904497
1112500000,-13.458925795462823,6.213323294218505,-353.7866767057815,-20.05100956593671,17.661256646672836,17.661256646672836,-20.384298675525333,11.94777143206805,-348.05222856793193,-15.296574106618463,-111.057170728372,-111.057170728372
1125000000,-14.155825099158793,7.342019648349195,-352.6579803516508,-21.509418851169528,13.546140379775482,13.546140379775482,-21.08636543896114,2.434167696847732,-357.56583230315226,-15.844224689534897,-128.76042659084257,-128.76042659084257
1137500000,-15.705920217860502,5.743164555660169,-354.25683544433986,-20.96433399282986,11.878240557056056,11.878240557056056,-21.482190001714425,3.8133586989109824,-356.186641301089,-16.242216946555025,-130.97471313788066,-130.97471313788066
1150000000,-15.040500587587516,6.99979786079773,-353.00020213920226,-20.41054379661132,8.205009338623249,8.205009338623249,-21.648074043367235,1.1726055037637904,-358.8273944962362,-15.538423283115248,-127.91219943960661,-127.91219943960661
1162500000,-16.225590184001494,1.5275457881822851,-358.4724542118177,-21.88443087216932,6.23187064460221,6.23187064460221,-22.280995770733384,4.679868219555707,-355.3201317804443,-18.5142443379152,-122.95931748368614,-122.95931748368614
1175000000,-19.446575416837447,1.2198913139877248,-358.7801086860123,-23.27474576566665,3.1932532970250356,3.1932532970250356,-22.81952757371169,3.2810394541753287,-356.71896054582464,-15.855864135512906,-149.29884749174772,-149.29884749174772
1187500000,-19.987183439631707,-11.165080015715176,-371.16508001571515,-22.6242603997909,-0.23996999376104805,-0.23996999376104805,-23.567766411656358,1.311719938636904,-358.6882800613631,-17.023486522778867,-161.69860947296587,-161.69860947296587
1200000000,-19.761732280922104,-3.966665961925348,-363.96666596192534,-24.492474887428987,8.006065734262933,8.006065734262933,-23.812327029562237,1.1780630687580524,-358.82193693124196,-15.577628341230403,-131.87357722058522,-131.87357722058522
