Frequency[Hz],S11/dB,S11/phase[deg],S11/unwrapped_phase[deg],S12/dB,S12/phase[deg],S12/unwrapped_phase[deg],S21/dB,S21/phase[deg],S21/unwrapped_phase[deg],S22/dB,S22/phase[deg], S22/unwrapped_phase[deg]
500000000,-10.848181808210262,44.52686648723627,44.52686648723627,-5.673246556930961,-145.02564944624376,-145.02564944624376,-5.860620454067852,-138.87942531667045,-138.87942531667045,-4.962808190770845,79.9271365546752,79.9271365546752
512500000,-11.762317792807584,40.47197126280073,40.47197126280073,-4.659644779193536,-149.93634466258453,-149.93634466258453,-6.21277654011703,-145.8682662827301,-145.8682662827301,-3.4581527144978166,81.79746452964403,81.79746452964403
525000000,-10.629536904065816,5.232714588434062,5.232714588434062,-4.335916547710688,-150.18560287401496,-150.18560287401496,-6.232540955042547,-156.37854326234333,-156.37854326234333,-3.235717506409796,100.67526628682445,100.67526628682445
537500000,-11.556454488682203,30.35164990871338,30.35164990871338,-4.679640046315297,-150.62701728180272,-150.62701728180272,-5.436495408609031,-158.47286666513116,-158.47286666513116,-4.170454645669344,82.17739022402674,82.17739022402674
550000000,-11.049387196614886,36.50016891059967,36.50016891059967,-5.378788488550566,-153.00808267525142,-153.00808267525142,-4.9471736202140635,-159.98344703378913,-159.98344703378913,-5.098273621866099,75.33694875748964,75.33694875748964
562500000,-12.59093463948921,25.73783498997872,25.73783498997872,-5.77271053968539,-161.77347078495865,-161.77347078495865,-5.415850613761391,-159.54687800794292,-159.54687800794292,-5.052949834929485,63.72651486103528,63.72651486103528
575000000,-14.138696106739463,17.112848758301826,17.112848758301826,-5.189860312375566,-169.23937084795944,-169.23937084795944,-6.069417568201238,-161.61313566967678,-161.61313566967678,-3.4104146614788196,58.119212441722155,58.119212441722155
587500000,-13.752607740263688,11.499538989367613,11.499538989367613,-4.510891258442894,-173.56582855664684,-173.56582855664684,-6.329571818396449,-169.28946563311672,-169.28946563311672,-2.6159654719663568,61.80707384441409,61.80707384441409
600000000,-14.548296644118956,14.026522883024825,14.026522883024825,-4.324277786486675,-175.76881135766092,-175.76881135766092,-5.621088171323531,-174.31066972971456,-174.31066972971456,-3.611616493412422,64.26101156375384,64.26101156375384
612500000,-16.38910854158523,14.601219465151733,14.601219465151733,-4.212105667150732,179.0666757046492,-180.9333242953508,-5.143834544213846,-176.5929718003302,-176.5929718003302,-4.804387263637767,57.75085139282689,57.75085139282689
625000000,-17.116262415377996,11.779530274947493,11.779530274947493,-4.114366474533562,174.7397142056098,-185.2602857943902,-5.114761892373123,-179.03913169689042,-179.03913169689042,-4.394619333798129,46.92765320698302,46.92765320698302
637500000,-18.445678137405647,14.770394726948522,14.770394726948522,-4.044429961069099,171.54120719733845,-188.45879280266155,-4.735835128603683,171.70840972314306,-188.29159027685694,-3.5545058709614787,42.157669358827036,42.157669358827036
650000000,-18.934748876813956,13.039834345135711,13.039834345135711,-4.394243789740402,165.55349908659525,-194.44650091340475,-4.223740027017497,164.76916010023564,-195.23083989976436,-3.086101114028255,41.16671120987056,41.16671120987056
662500000,-21.149873052963652,-17.728412627307378,-17.728412627307378,-4.940213354025556,157.3581697242784,-202.6418302757216,-3.917080591542444,162.72719349590938,-197.27280650409062,-3.216835773750031,40.148782557566506,40.148782557566506
675000000,-23.655123761269184,-1.2842458804514134,-1.2842458804514134,-4.4407120841750665,145.19823384769853,-214.80176615230147,-4.177258192545326,156.84263090389146,-203.15736909610854,-4.149150451127007,31.147945766547632,31.147945766547632
687500000,-24.64240091189017,-37.90877833406225,-37.90877833406225,-3.729615932963151,141.3274506151988,-218.6725493848012,-5.088802338658844,150.5211606241502,-209.4788393758498,-4.371572427258688,23.248183971092484,23.248183971092484
700000000,-31.911708368074564,-11.614600521606066,-11.614600521606066,-3.975360265549619,138.97011958111045,-221.02988041888955,-5.587338653492472,140.2392027433592,-219.7607972566408,-3.69446353673653,12.539789000107566,12.539789000107566
712500000,-28.395033441375702,150.76683537242772,150.76683537242772,-4.885493840983115,134.18675153510753,-225.81324846489247,-5.231587650937235,129.79750325087133,-230.20249674912867,-3.3210151649266084,7.550920940735473,7.550920940735473
725000000,-22.55209503567137,166.2374428441648,166.2374428441648,-5.9429507281449245,122.05986511556118,-237.9401348844388,-4.774283182324265,130.08620367075727,-229.91379632924273,-3.8768408745803242,5.96093951589666,5.96093951589666
737500000,-22.471266059568265,137.25641751582867,137.25641751582867,-5.464320576725092,109.36180507694822,-250.6381949230518,-5.651481880592022,128.86650205232036,-231.13349794767964,-3.68216848516488,-5.027586160273678,-5.027586160273678
750000000,-20.807970274413094,122.8693228348667,122.8693228348667,-5.140403099380197,106.08155164797431,-253.91844835202568,-6.563438034943414,120.66190494289847,-239.33809505710153,-3.692701822304512,-9.420434882512062,-9.420434882512062
762500000,-16.628109191886594,116.24395304412747,116.24395304412747,-5.960523902218327,111.21988854653357,-248.78011145346642,-6.899556710716395,109.06470038728044,-250.93529961271958,-3.830422161293213,-14.910059921661505,-14.910059921661505
775000000,-17.405654152307374,121.62950459770315,121.62950459770315,-7.6667401773059165,106.11257314803052,-253.88742685196948,-6.090330970450494,101.97381453359819,-258.0261854664018,-4.084280953972716,-15.896637329456244,-15.896637329456244
787500000,7.009461978555027,-157.27851686109793,202.72148313890207,-8.116824637286008,135.51644239408847,-224.48355760591153,6.460930813290946,114.36116093041757,-245.63883906958245,-7.420373310964441,21.878335859140865,21.878335859140865
800000000,-15.373754582471994,112.6599400479807,112.6599400479807,-8.69640687892316,85.57725643837378,-274.42274356162625,-7.031101012391923,103.54782991310009,-256.4521700868999,-4.2542244658443975,-33.57421350176337,-33.57421350176337
812500000,-15.376293284046195,86.1449086999373,86.1449086999373,-7.915143964256368,79.86644104481175,-280.1335589551883,-8.56509887272267,99.71387278439401,-260.286127215606,-4.481556322535659,-33.790689585152535,-33.790689585152535
825000000,-14.362117433890951,87.64120548978345,87.64120548978345,-8.055967597631023,84.33280737617086,-275.6671926238291,-9.321013609903527,87.74224785313392,-272.2577521468661,-5.00968293078193,-32.39618834222734,-32.39618834222734
